date,strategy_xs_r,MKT_Factor,Daily_IR,rebal
1992-08-31,-0.0026880821917808,0.0134813717578069,0.0026880821917808,True
1992-09-30,0.0021822250585300683,0.0021822250585299,0.0023827397260273,True
1992-10-31,-0.0018726165513754762,-0.0018726165513755,0.0025453972602739,True
1992-11-30,0.04483155150962845,0.0448315515096284,0.0027386301369863,True
1992-12-31,0.018234220466305275,0.0182342204663051,0.0027424383561643,True
1993-01-31,-0.010194748937810649,-0.0101947489378108,0.0025190684931506,True
1993-02-28,-0.00463580592338648,0.0046358059233862,0.0022990684931506,True
1993-03-31,0.004431714899641644,0.0044317148996415,0.0025326575342465,True
1993-04-30,-0.038976427035106447,-0.0389764270351065,0.0023786301369863,True
1993-05-31,-0.03355914243607938,0.0335591424360795,0.002654109589041,True
1993-06-30,-0.005554322439032454,-0.0055543224390325,0.0025898630136986,True
1993-07-31,0.0036613667382854004,-0.0036613667382856,0.0026812876712328,True
1993-08-31,-0.028067693701529436,0.0280676937015292,0.0026201369863013,True
1993-09-30,-0.004839993202253942,-0.004839993202254,0.0024550684931506,True
1993-10-31,-0.02891048286566175,0.0289104828656615,0.0026286301369863,True
1993-11-30,-0.009233445092371742,-0.0092334450923717,0.0026030136986301,True
1993-12-31,-0.007475319218855123,0.0074753192188548,0.0026099452054794,True
1994-01-31,0.023513909413021578,0.0235139094130215,0.0025453972602739,True
1994-02-28,-0.022635875794846046,-0.022635875794846,0.002638904109589,True
1994-03-31,0.01584156271168666,-0.0158415627116865,0.0030176164383561,True
1994-04-30,0.0255100059903543,-0.0255100059903545,0.0031495890410958,True
1994-05-31,-0.012664385713751274,0.0126643857137509,0.0036223287671232,True
1994-06-30,-0.03391085569899664,-0.0339108556989966,0.0034767123287671,True
1994-07-31,-0.03538418303615708,0.0353841830361568,0.0037064109589041,True
1994-08-31,0.03905948343085914,0.039059483430859,0.0039705479452054,True
1994-09-30,-0.028940555395455262,-0.0289405553954554,0.0040257534246575,True
1994-10-31,-0.03317144979939524,0.0331714497993953,0.0043408493150684,True
1994-11-30,-0.041308882408949366,-0.0413088824089495,0.0044613698630136,True
1994-12-31,-0.012544926340884539,0.0125449263408844,0.0047374794520547,True
1995-01-31,0.021223266201026856,0.0212232662010268,0.0050211506849315,True
1995-02-28,0.034124603865913844,0.0341246038659137,0.0045152876712328,True
1995-03-31,0.027290955196684993,0.0272909551966849,0.004954904109589,True
1995-04-30,0.021083988981645787,0.0210839889816456,0.0048213698630136,True
1995-05-31,0.016429536827113334,0.0164295368271132,0.0049540547945205,True
1995-06-30,0.047837465243689904,0.0478374652436898,0.0045460273972602,True
1995-07-31,0.018168735728644126,0.0181687357286441,0.0047332328767123,True
1995-08-31,-0.004735853987370232,-0.0047358539873703,0.0046627397260273,True
1995-09-30,-0.044183463768177444,0.0441834637681774,0.0043923287671232,True
1995-10-31,0.00042158069656940064,0.0004215806965693,0.0045913972602739,True
1995-11-30,0.03175035935459158,0.0317503593545914,0.0044991780821917,True
1995-12-31,0.020338101355228188,0.0203381013552281,0.0043170684931506,True
1996-01-31,0.008678330084788995,0.0086783300847889,0.0043255616438356,True
1996-02-29,0.05648264514706944,0.0564826451470694,0.0039392328767123,True
1996-03-31,-0.025299996248985004,-0.025299996248985,0.0043535890410958,True
1996-04-30,-0.009557254126848234,0.0095572541268482,0.0041810958904109,True
1996-05-31,0.044705810062578503,0.0447058100625784,0.0043748219178082,True
1996-06-30,-0.010193740785924546,-0.0101937407859245,0.0042345205479452,True
1996-07-31,0.05138745007025552,-0.0513874500702558,0.0044792876712328,True
1996-08-31,-0.03930820807620929,0.0393082080762091,0.0043654794520547,True
1996-09-30,0.03408463983538637,0.0340846398353862,0.0041309589041095,True
1996-10-31,0.014183993996514065,0.014183993996514,0.0043374520547945,True
1996-11-30,0.06333447472425416,0.0633344747242541,0.0042386301369863,True
1996-12-31,0.01112030002926883,0.0111203000292687,0.004331506849315,True
1997-01-31,0.019964146991633777,0.0199641469916337,0.0043756712328767,True
1997-02-28,0.03990874668926751,0.0399087466892674,0.0038962191780821,True
1997-03-31,-0.03873009326949211,-0.0387300932694921,0.0044979726027397,True
1997-04-30,0.013678841278457653,-0.0136788412784577,0.0043446575342465,True
1997-05-31,-0.10778941317081488,0.1077894131708147,0.0043748219178082,True
1997-06-30,0.04186534842977438,0.0418653484297743,0.0042090410958904,True
1997-07-31,0.05699712479062488,0.0569971247906248,0.0044291780821917,True
1997-08-31,-0.04689178687707547,-0.0468917868770756,0.0044164383561643,True
1997-09-30,-0.04705628849014366,0.0470562884901437,0.0040454794520547,True
1997-10-31,-0.0046719696208676114,-0.0046719696208676,0.0043476438356164,True
1997-11-30,-0.017425271360673657,0.0174252713606737,0.0042575342465753,True
1997-12-31,-0.015834350261029487,-0.0158343502610296,0.0045438356164383,True
1998-01-31,-0.01869071041151269,0.0186907104115124,0.0043578356164383,True
1998-02-28,0.0722197261669244,0.0722197261669243,0.0039882739726027,True
1998-03-31,0.05460562718218835,0.0546056271821883,0.0043756712328767,True
1998-04-30,0.0041353034507935,0.0041353034507934,0.0041169863013698,True
1998-05-31,-0.021107710861333423,-0.0211077108613334,0.0042525205479452,True
1998-06-30,-0.03656622499819033,0.0365662249981904,0.0040980821917808,True
1998-07-31,0.0015286775660412104,0.0015286775660411,0.0043051780821917,True
1998-08-31,-0.10577903838067171,-0.1057790383806718,0.0041293698630136,True
1998-09-30,-0.006531318627107747,0.0065313186271074,0.0036846575342465,True
1998-10-31,0.037350822504653075,0.037350822504653,0.0033029863013698,True
