date,strategy_xs_r,_MKT,IR,rebal
2013-03-24,-1.3222222222222225e-05,-0.0009240429220749,1.3222222222222225e-05,True
2013-03-31,7.934496430109933e-17,0.0091476684326645,1.3805555555555551e-05,True
2013-04-07,1.7462431240594656e-17,-0.0101764614023215,1.2833333333333331e-05,True
2013-04-14,-4.442010181991002e-17,0.0238977976613063,1.1861111111111111e-05,True
2013-04-21,5.386451918179547e-17,-0.0192769802515968,9.916666666666666e-06,True
2013-04-28,3.4206578541917665e-17,0.0169363451535493,1.0305555555555556e-05,True
2013-05-05,5.386451918179547e-17,0.0197258066889336,9.916666666666666e-06,True
2013-05-12,-6.989715880742486e-17,0.0128131825716186,7.972222222222223e-06,True
2013-05-19,-1.0927572052527729e-17,0.0201252642320219,6.8055555555555566e-06,True
2013-05-26,-8.955340538140816e-17,-0.0120698142917494,8.361111111111111e-06,True
2013-06-02,7.061120758196024e-17,-0.0132580576759965,7.388888888888888e-06,True
2013-06-09,-8.016319812814698e-18,0.0071989212362804,8.944444444444444e-06,True
2013-06-16,-8.016319812814698e-18,-0.008971671493874,8.944444444444444e-06,True
2013-06-23,-8.016319812814698e-18,-0.0231937724146963,8.944444444444444e-06,True
2013-06-30,-1.0927572052527729e-17,0.0121073424640425,6.8055555555555566e-06,True
2013-07-07,-6.989715880742486e-17,0.0157225685276423,7.972222222222223e-06,True
2013-07-14,7.061120758196024e-17,0.0308833539686879,7.388888888888888e-06,True
2013-07-21,8.735704894917776e-17,0.0070294018249408,4.861111111111111e-06,True
2013-07-28,2.547620995456759e-17,0.0002047977751045,3.88888888888889e-06,True
2013-08-04,-1.0927572052527729e-17,0.0111772600571251,6.8055555555555566e-06,True
2013-08-11,3.4206578541917665e-17,-0.0092295754803667,1.0305555555555556e-05,True
2013-08-18,-8.016319812814698e-18,-0.0228440606472799,8.944444444444444e-06,True
2013-08-25,-7.280586994829613e-17,0.0066561092255748,5.833333333333332e-06,True
2013-09-01,8.735704894917776e-17,-0.018002996134358,4.861111111111111e-06,True
2013-09-08,2.547620995456759e-17,0.0137208917779549,3.88888888888889e-06,True
2013-09-15,4.5133727077971766e-17,0.0212332323062245,3.5e-06,True
2013-09-22,-3.6402934974148066e-17,0.0144714469729498,2.916666666666666e-06,True
2013-09-29,2.547620995456759e-17,-0.0089236738922861,3.88888888888889e-06,True
2013-10-06,-5.3151317440207346e-17,0.0005175903861429,5.444444444444446e-06,True
2013-10-13,-2.1988975310721637e-18,0.0070871492279429,1.3222222222222225e-05,True
2013-10-20,-7.280586994829613e-17,0.0253857277756208,5.833333333333332e-06,True
2013-10-27,-1.0927572052527729e-17,0.0090686189410962,6.8055555555555566e-06,True
2013-11-03,-6.989715880742486e-17,-0.0004489462870177,7.972222222222223e-06,True
2013-11-10,-4.442010181991002e-17,0.0019244513510501,1.1861111111111111e-05,True
2013-11-17,7.115076756936123e-19,0.0167894270129478,1.5361111111111113e-05,True
2013-11-24,-8.082218976111083e-17,0.0015672266203257,1.4777777777777777e-05,True
2013-12-01,-4.442010181991002e-17,0.0009430415741564,1.1861111111111111e-05,True
2013-12-08,-4.442010181991002e-17,-4.173080102276572e-05,1.1861111111111111e-05,True
2013-12-15,1.7462431240594656e-17,-0.0148776514209127,1.2833333333333331e-05,True
2013-12-22,1.7462431240594656e-17,0.0241402795293166,1.2833333333333331e-05,True
2013-12-29,1.7462431240594656e-17,0.0124315501096152,1.2833333333333331e-05,True
2014-01-05,-2.1988975310721637e-18,-0.0043873433316152,1.3222222222222225e-05,True
2014-01-12,-6.989715880742486e-17,0.0070503674335211,7.972222222222223e-06,True
2014-01-19,-1.0927572052527729e-17,-0.0011503782612989,6.8055555555555566e-06,True
2014-01-26,-8.016319812814698e-18,-0.0243724865333891,8.944444444444444e-06,True
2014-02-02,2.547620995456759e-17,-0.0023529071188709,3.88888888888889e-06,True
2014-02-09,4.293779416221499e-17,0.0070528000825378,1.6722222222222222e-05,True
2014-02-16,2.547620995456759e-17,0.0241909664860988,3.88888888888889e-06,True
2014-02-23,-6.989715880742486e-17,0.0006345653696109,7.972222222222223e-06,True
2014-03-02,5.386451918179547e-17,0.0134267604269822,9.916666666666666e-06,True
2014-03-09,3.4206578541917665e-17,0.0094249472110479,1.0305555555555556e-05,True
2014-03-16,3.4206578541917665e-17,-0.0178905981600946,1.0305555555555556e-05,True
2014-03-23,3.4206578541917665e-17,0.0119246029278241,1.0305555555555556e-05,True
2014-03-30,-6.989715880742486e-17,-0.0059719332962552,7.972222222222223e-06,True
2014-04-06,8.735704894917776e-17,0.0043725492317512,4.861111111111111e-06,True
2014-04-13,7.061120758196024e-17,-0.0253531747253085,7.388888888888888e-06,True
2014-04-20,-7.280586994829613e-17,0.0268779259329434,5.833333333333332e-06,True
2014-04-27,-3.6402934974148066e-17,-0.0016652110804959,2.916666666666666e-06,True
2014-05-04,1.070141425561083e-16,0.0113601885150587,4.472222222222222e-06,True
2014-05-11,-5.3151317440207346e-17,-0.0022934208061693,5.444444444444446e-06,True
2014-05-18,2.547620995456759e-17,0.0002564278682142,3.88888888888889e-06,True
2014-05-25,8.730368587350074e-18,0.01218483099174,6.4166666666666665e-06,True
2014-06-01,-1.0927572052527729e-17,0.0120140266663451,6.8055555555555566e-06,True
2014-06-08,8.730368587350074e-18,0.0144158074833489,6.4166666666666665e-06,True
2014-06-15,-1.0927572052527729e-17,-0.0072809617096015,6.8055555555555566e-06,True
2014-06-22,4.5133727077971766e-17,0.0149838164722868,3.5e-06,True
2014-06-29,-5.3151317440207346e-17,-0.0005523774822372,5.444444444444446e-06,True
2014-07-06,-9.828419748523186e-17,0.0122056854870462,1.944444444444445e-06,True
2014-07-13,2.547620995456759e-17,-0.0092001913224878,3.88888888888889e-06,True
2014-07-20,-3.6402934974148066e-17,0.0049859683305948,2.916666666666666e-06,True
2014-07-27,-7.280586994829613e-17,5.4980113114444507e-05,5.833333333333332e-06,True
2014-08-03,8.735704894917776e-17,-0.0259940364324497,4.861111111111111e-06,True
2014-08-10,8.735704894917776e-17,0.0038664349479375,4.861111111111111e-06,True
2014-08-17,-5.3151317440207346e-17,0.0138229414663089,5.444444444444446e-06,True
2014-08-24,1.070141425561083e-16,0.0168030065311781,4.472222222222222e-06,True
2014-08-31,8.735704894917776e-17,0.0086136118319821,4.861111111111111e-06,True
2014-09-07,-5.3151317440207346e-17,0.0030497133155633,5.444444444444446e-06,True
2014-09-14,-3.6402934974148066e-17,-0.0118496322527921,2.916666666666666e-06,True
2014-09-21,4.5133727077971766e-17,0.0103319549735814,3.5e-06,True
2014-09-28,-1.6746264883691145e-17,-0.014232402412474,2.5277777777777773e-06,True
2014-10-05,-3.6402934974148066e-17,-0.007100009947222,2.916666666666666e-06,True
2014-10-12,-9.828419748523186e-17,-0.031591204757701,1.944444444444445e-06,True
2014-10-19,-5.3151317440207346e-17,-0.0061996047845654,5.444444444444446e-06,True
2014-10-26,-9.828419748523186e-17,0.0406415998962046,1.944444444444445e-06,True
2014-11-02,-7.862731563653812e-17,0.0258009052135312,1.5555555555555558e-06,True
2014-11-09,-5.3151317440207346e-17,0.0072726861594252,5.444444444444446e-06,True
2014-11-16,-1.6746264883691145e-17,0.0039384054158335,2.5277777777777773e-06,True
2014-11-23,-7.862731563653812e-17,0.0121112682591413,1.5555555555555558e-06,True
2014-11-30,-1.6746264883691145e-17,0.0027326780797518,2.5277777777777773e-06,True
2014-12-07,4.5133727077971766e-17,0.0022900752846757,3.5e-06,True
2014-12-14,2.547620995456759e-17,-0.0338604638382061,3.88888888888889e-06,True
2014-12-21,8.730368587350074e-18,0.033588122782443,6.4166666666666665e-06,True
2014-12-28,6.188020371989972e-17,0.0099970556428468,9.722222222222224e-07,True
2015-01-04,2.547620995456759e-17,-0.01315660418483,3.88888888888889e-06,True
2015-01-11,2.547620995456759e-17,-0.0045374105148656,3.88888888888889e-06,True
2015-01-18,8.735704894917776e-17,-0.0095627032386446,4.861111111111111e-06,True
2015-01-25,4.5133727077971766e-17,0.0163866716883283,3.5e-06,True
2015-02-01,-1.6746264883691145e-17,-0.0251879279778164,2.5277777777777773e-06,True
2015-02-08,1.070141425561083e-16,0.028794982887214,4.472222222222222e-06,True
2015-02-15,-9.828419748523186e-17,0.0194441201315869,1.944444444444445e-06,True
2015-02-22,-3.6402934974148066e-17,0.0067610628530931,2.916666666666666e-06,True
2015-03-01,-3.6402934974148066e-17,-0.0026244330568824,2.916666666666666e-06,True
2015-03-08,-1.6746264883691145e-17,-0.0152258040276525,2.5277777777777773e-06,True
2015-03-15,-5.3151317440207346e-17,-0.006461361954814,5.444444444444446e-06,True
2015-03-22,-7.862731563653812e-17,0.0282462398461789,1.5555555555555558e-06,True
2015-03-29,7.061120758196024e-17,-0.0216163946889318,7.388888888888888e-06,True
2015-04-05,-1.6746264883691145e-17,0.0043623593820718,2.5277777777777773e-06,True
2015-04-12,2.547620995456759e-17,0.0150974281572533,3.88888888888889e-06,True
2015-04-19,4.5133727077971766e-17,-0.0092408984972006,3.5e-06,True
2015-04-26,2.547620995456759e-17,0.0164300367091341,3.88888888888889e-06,True
2015-05-03,-7.862731563653812e-17,-0.0068938595256621,1.5555555555555558e-06,True
2015-05-10,-7.862731563653812e-17,0.0042449815627414,1.5555555555555558e-06,True
2015-05-17,-3.6402934974148066e-17,0.0046583954297398,2.916666666666666e-06,True
2015-05-24,2.547620995456759e-17,0.0017532095794416,3.88888888888889e-06,True
2015-05-31,8.153708556859346e-17,-0.0084742287406788,5.833333333333334e-07,True
2015-06-07,4.5133727077971766e-17,-0.0071577902507293,3.5e-06,True
2015-06-14,-9.828419748523186e-17,0.0011059330688769,1.944444444444445e-06,True
2015-06-21,-7.862731563653812e-17,0.0087544681747833,1.5555555555555558e-06,True
2015-06-28,6.188020371989972e-17,-0.0055607820490131,9.722222222222224e-07,True
2015-07-05,-7.862731563653812e-17,-0.0110700168866932,1.5555555555555558e-06,True
2015-07-12,-3.6402934974148066e-17,0.0019687143551074,2.916666666666666e-06,True
2015-07-19,2.547620995456759e-17,0.0221534713632116,3.88888888888889e-06,True
2015-07-26,7.061120758196024e-17,-0.0204776984652295,7.388888888888888e-06,True
2015-08-02,3.711528968278893e-17,0.0125286443194891,1.2444444444444446e-05,True
2015-08-09,1.7462431240594656e-17,-0.0128997882005035,1.2833333333333331e-05,True
2015-08-16,-1.6032639625629397e-17,0.0073168822686382,1.788888888888889e-05,True
2015-08-23,2.838746219428062e-17,-0.0555015218742631,6.027777777777777e-06,True
2015-08-30,9.608741753652783e-17,0.0086777803151405,1.1277777777777778e-05,True
2015-09-06,9.026745415594353e-17,-0.0326209998917226,7e-06,True
2015-09-13,2.838746219428062e-17,0.0199814227714958,6.027777777777777e-06,True
2015-09-20,-3.239498682597753e-17,0.0003363332549506,-1.5555555555555558e-06,True
2015-09-27,1.6746264883691145e-17,-0.015080044620406,-2.5277777777777773e-06,True
2015-10-04,8.153708556859346e-17,0.0090505918974277,5.833333333333334e-07,True
2015-10-11,-7.862731563653812e-17,0.0326393756818086,1.5555555555555558e-06,True
2015-10-18,6.188020371989972e-17,0.0080751066824735,9.722222222222224e-07,True
2015-10-25,-7.862731563653812e-17,0.0168264298471862,1.5555555555555558e-06,True
2015-11-01,7.115076756936123e-19,0.0012215634386876,1.5361111111111113e-05,True
2015-11-08,6.259234667030378e-17,0.0078006222101989,1.6333333333333335e-05,True
2015-11-15,-7.308200268910103e-18,-0.0355135846843304,2.430555555555556e-05,True
2015-11-22,8.807448585550215e-17,0.0313871142362933,2.022222222222222e-05,True
2015-11-29,-3.496552006265752e-17,0.0030101381344429,3.363888888888888e-05,True
2015-12-06,-6.265333304250609e-17,-0.0015604128637208,4.2972222222222226e-05,True
2015-12-13,-7.657177843178875e-19,-0.0363659389975924,4.394444444444444e-05,True
2015-12-20,-7.137438426743636e-17,-0.0017015243812924,3.655555555555555e-05,True
2015-12-27,-8.813208409591544e-17,0.0287651395471302,3.908333333333334e-05,True
2016-01-03,2.690176640479658e-17,-0.0073281665425566,3.4611111111111114e-05,True
2016-01-10,-1.0778324847221521e-16,-0.0567925615074467,3.947222222222222e-05,True
2016-01-17,2.1480755542369057e-18,-0.0244021239720371,4.6083333333333326e-05,True
2016-01-24,-6.193504910323444e-17,0.0141791545265541,5.833333333333333e-05,True
2016-01-31,-9.833713704443525e-17,0.0175194967222582,6.125e-05,True
2016-02-07,1.6696713456276768e-17,-0.0317061440944165,5.677777777777777e-05,True
2016-02-14,3.6347877832576536e-17,-0.0105538378473512,5.638888888888889e-05,True
