date,strategy_xs_r,MKT_Factor,Daily_IR,rebal
1992-08-31,-0.0026880821917808,0.0134813717578069,0.0026880821917808,True
1992-09-30,0.0021822250585300683,0.0021822250585299,0.0023827397260273,True
1992-10-31,-0.00046042716752090884,-0.0018726165513755,0.0025453972602739,True
1992-11-30,0.007967446135101561,0.0448315515096284,0.0027386301369863,True
1992-12-31,0.03646844093261057,0.0182342204663051,0.0027424383561643,True
1993-01-31,0.006555685294091607,-0.0101947489378108,0.0025190684931506,True
1993-02-28,0.004393493114408445,0.0046358059233862,0.0022990684931506,True
1993-03-31,-0.002319221669077413,0.0044317148996415,0.0025326575342465,True
1993-04-30,0.07795285407021307,-0.0389764270351065,0.0023786301369863,True
1993-05-31,-0.021628855089573906,0.0335591424360795,0.002654109589041,True
1993-06-30,-0.0031088569977037227,-0.0055543224390325,0.0025898630136986,True
1993-07-31,-0.0022083146508775947,-0.0036613667382856,0.0026812876712328,True
1993-08-31,0.021879895126108287,0.0280676937015292,0.0026201369863013,True
1993-09-30,-0.005766993353014801,-0.004839993202254,0.0024550684931506,True
1993-10-31,0.02274877771330944,0.0289104828656615,0.0026286301369863,True
1993-11-30,0.018466890184743387,-0.0092334450923717,0.0026030136986301,True
1993-12-31,0.005771097944830342,0.0074753192188548,0.0026099452054794,True
1994-01-31,-0.030093964735666928,0.0235139094130215,0.0025453972602739,True
1994-02-28,-0.04527175158969199,-0.022635875794846,0.002638904109589,True
1994-03-31,-0.03168312542337284,-0.0158415627116865,0.0030176164383561,True
1994-04-30,-0.0180654191429806,-0.0255100059903545,0.0031495890410958,True
1994-05-31,0.006348140837422306,0.0126643857137509,0.0036223287671232,True
1994-06-30,0.03072917125296472,-0.0339108556989966,0.0034767123287671,True
1994-07-31,0.07076836607231386,0.0353841830361568,0.0037064109589041,True
1994-08-31,0.07811896686171821,0.039059483430859,0.0039705479452054,True
1994-09-30,-0.05788111079091052,-0.0289405553954554,0.0040257534246575,True
1994-10-31,0.05017477401268532,0.0331714497993953,0.0043408493150684,True
1994-11-30,-0.08261776481789873,-0.0413088824089495,0.0044613698630136,True
1994-12-31,0.0036940966542153997,0.0125449263408844,0.0047374794520547,True
1995-01-31,-0.04244653240205323,0.0212232662010268,0.0050211506849315,True
1995-02-28,0.0682492077318276,0.0341246038659137,0.0045152876712328,True
1995-03-31,0.05458191039336989,0.0272909551966849,0.004954904109589,True
1995-04-30,-0.03061020902441722,0.0210839889816456,0.0048213698630136,True
1995-05-31,0.03285907365422657,0.0164295368271132,0.0049540547945205,True
1995-06-30,0.09567493048737982,0.0478374652436898,0.0045460273972602,True
1995-07-31,0.036337471457288315,0.0181687357286441,0.0047332328767123,True
1995-08-31,0.00947170797474036,-0.0047358539873703,0.0046627397260273,True
1995-09-30,0.0650447863253501,0.0441834637681774,0.0043923287671232,True
1995-10-31,0.0008431613931389019,0.0004215806965693,0.0045913972602739,True
1995-11-30,-0.03533439533030392,0.0317503593545914,0.0044991780821917,True
1995-12-31,0.04067620271045637,0.0203381013552281,0.0043170684931506,True
1996-01-31,-0.01735666016957807,0.0086783300847889,0.0043255616438356,True
1996-02-29,-0.03901446007644918,0.0564826451470694,0.0039392328767123,True
1996-03-31,-0.05059999249796994,-0.025299996248985,0.0043535890410958,True
1996-04-30,0.008282407275699101,0.0095572541268482,0.0041810958904109,True
1996-05-31,-0.021492635572424375,0.0447058100625784,0.0043748219178082,True
1996-06-30,-0.020387481571849157,-0.0101937407859245,0.0042345205479452,True
1996-07-31,-0.0815693406844183,-0.0513874500702558,0.0044792876712328,True
1996-08-31,0.03745953836386671,0.0393082080762091,0.0043654794520547,True
1996-09-30,0.05370168643224607,0.0340846398353862,0.0041309589041095,True
1996-10-31,-0.009623696264863014,0.014183993996514,0.0043374520547945,True
1996-11-30,-0.025397988366392035,0.0633344747242541,0.0042386301369863,True
1996-12-31,0.02224060005853761,0.0111203000292687,0.004331506849315,True
1997-01-31,-0.039928293983267985,0.0199641469916337,0.0043756712328767,True
1997-02-28,-0.012763365081505069,0.0399087466892674,0.0038962191780821,True
1997-03-31,-0.054366155864992764,-0.0387300932694921,0.0044979726027397,True
1997-04-30,-0.00615504247623543,-0.0136788412784577,0.0043446575342465,True
1997-05-31,0.09038250458526169,0.1077894131708147,0.0043748219178082,True
1997-06-30,0.08373069685954879,0.0418653484297743,0.0042090410958904,True
1997-07-31,0.10182192691520273,0.0569971247906248,0.0044291780821917,True
1997-08-31,-0.09378357375415088,-0.0468917868770756,0.0044164383561643,True
1997-09-30,0.04565918741336615,0.0470562884901437,0.0040454794520547,True
1997-10-31,-0.009343939241735301,-0.0046719696208676,0.0043476438356164,True
1997-11-30,0.012010220061518051,0.0174252713606737,0.0042575342465753,True
1997-12-31,0.031668700522058765,-0.0158343502610296,0.0045438356164383,True
1998-01-31,0.006435791829764969,0.0186907104115124,0.0043578356164383,True
1998-02-28,-0.14443945233384858,0.0722197261669243,0.0039882739726027,True
1998-03-31,0.0484488170673482,0.0546056271821883,0.0043756712328767,True
1998-04-30,0.008270606901587103,0.0041353034507934,0.0041169863013698,True
1998-05-31,0.042215421722666374,-0.0211077108613334,0.0042525205479452,True
1998-06-30,0.019404312293349674,0.0365662249981904,0.0040980821917808,True
1998-07-31,0.003057355132082458,0.0015286775660411,0.0043051780821917,True
1998-08-31,0.09145769989191987,-0.1057790383806718,0.0041293698630136,True
1998-09-30,0.002239265020221109,0.0065313186271074,0.0036846575342465,True
1998-10-31,-0.07200107788428908,0.037350822504653,0.0033029863013698,True
